community_id,poi_category,poi_rank,poi_name,poi_type,distance_m,lat,lng,address
19,bank,3,中国工商银行24小时自助银行,金融保险服务;自动提款机;中国工商银行ATM,147,22.220665,113.523531,前河西路233号红树湾商业中心F1层
19,convenience,1,7-ELEVEn(红树湾店),购物服务;购物相关场所;购物相关场所,134,22.220828,113.523509,红树湾商业街
19,convenience,2,美宜佳(绿景玺悦湾店),购物服务;便民商店/便利店;便民商店/便利店,289,22.222819,113.521728,南屏镇山桥路绿景玺悦湾北区17号铺
19,convenience,3,便利欢便利店,购物服务;便民商店/便利店;便民商店/便利店,431,22.218039,113.523223,南屏镇悦桥路43号商铺
20,restaurant,1,山中凤餐饮服务有限公司,公司企业;公司;公司,553,22.234072,113.524795,河北路96号珠海环宇城3F层
20,restaurant,2,好妯娌餐饮店(海荣新村店),餐饮服务;中餐厅;中餐厅,858,22.229061,113.529276,夏湾港一路162号之3铺
20,restaurant,3,拱北拾光记餐饮店,餐饮服务;餐饮相关场所;餐饮相关,883,22.229375,113.529575,立德街与港一路交叉口北60米
20,bank,1,中国农业银行ATM,金融保险服务;自动提款机;中国农业银行ATM,457,22.226417,113.520401,珠海大道17-19商附近
20,bank,2,中国农业银行(珠海公园道支行),金融保险服务;银行;中国农业银行,465,22.226359,113.520285,南屏珠海大道5号
20,bank,3,珠海市南屏支行,金融保险服务;银行;银行,504,22.226075,113.519925,珠海大道与茂丰路交叉口南140米
20,convenience,1,Giafooai家福伴智慧便利店(前山河四号店),购物服务;购物相关场所;购物相关场所,64,22.230986,113.521377,前河西路与华新街交叉口西北200米
20,convenience,2,吉顺便利店(珠海环宇城店),购物服务;便民商店/便利店;便民商店/便利店,440,22.233404,113.523963,前山港昌路港昌一巷201号
20,convenience,3,天福便利店(华发新城店),购物服务;便民商店/便利店;便民商店/便利店,548,22.230683,113.515769,南屏镇华发新城寿丰路52号华发新城商业街
21,restaurant,1,广东鼎轩餐饮管理有限公司,公司企业;公司;公司,658,22.279198,113.498662,明华一路与明华二路交叉口东北60米
21,restaurant,2,盈佳润餐饮店,餐饮服务;快餐厅;快餐厅,733,22.281046,113.503087,南溪金福商业街26号商铺
21,restaurant,3,广东丰泉餐饮管理集团有限公司珠海分公司,公司企业;公司;公司,756,22.279627,113.497719,明华二路与明华一路交叉口西北120米
21,bank,1,中国工商银行(万科城支行),金融保险服务;银行;中国工商银行,402,22.271213,113.504192,凤山街道云峰路188号万科城MLB
21,bank,2,珠海农商银行(南溪支行),金融保险服务;银行;农村商业银行,855,22.282150,113.502128,金福街3号
21,bank,3,中国邮政储蓄银行24小时自助银行,金融保险服务;自动提款机;中国邮政储蓄银行ATM,858,22.281612,113.499339,华威路与明华二路交叉口东南200米
21,convenience,1,阿宝便利店(万科城市中心店),购物服务;便民商店/便利店;便民商店/便利店,333,22.271856,113.504073,扣扉路69-2号(九點火锅附近)
21,convenience,2,易捷便利店(南坦路店),购物服务;便民商店/便利店;便民商店/便利店,379,22.276058,113.499248,中国石化万丰加油站
21,convenience,3,美宜佳(万科城店),购物服务;购物相关场所;购物相关场所,392,22.271222,113.503983,扣扉路TOD万科城
22,bank,1,中国工商银行(斗门支行),金融保险服务;银行;中国工商银行,389,22.175678,113.310406,珠峰大道1399号48-52商铺
22,bank,2,广东华润银行(珠峰支行),金融保险服务;银行;银行,391,22.175326,113.310145,井岸镇珠峰大道1399号2栋042-043-044-045号商铺
22,bank,3,中国工商银行24小时自助银行(珠海斗门支行),金融保险服务;自动提款机;中国工商银行ATM,395,22.175744,113.310382,珠峰大道世荣作品壹号
22,convenience,1,美宜佳粤17203店,购物服务;便民商店/便利店;便民商店/便利店,282,22.176202,113.313455,珠峰大道1399号作品壹号33栋182美宜佳
22,convenience,2,珠海市斗门区井岸镇宛伊地龙工作室,购物服务;购物相关场所;购物相关场所,495,22.178015,113.312487,河诚路55号416
22,convenience,3,尚客便利店,购物服务;便民商店/便利店;便民商店/便利店,683,22.171360,113.319634,井岸镇西堤路391号
23,restaurant,1,珠海市中快餐饮服务有限公司,公司企业;公司;公司,776,22.404940,113.542958,香洲区高新区唐家湾镇智谷街98号806
23,convenience,1,美宜佳(万科翡玲苑店),购物服务;便民商店/便利店;便民商店/便利店,212,22.398793,113.546767,金业西路15号
23,convenience,2,美宜佳(首开龙湖·天玺店),购物服务;便民商店/便利店;便民商店/便利店,390,22.401480,113.546107,首开龙湖·天玺西门北90米
23,convenience,3,惠购便利店,购物服务;便民商店/便利店;便民商店/便利店,416,22.401297,113.547049,首开龙湖·天玺东门旁
24,restaurant,1,鑫兴(深圳)餐饮管理服务有限公司,公司企业;公司;公司,112,22.678155,113.833992,福永街道白石厦社区东区美华路23-3号1栋101
24,restaurant,2,新龙餐饮管理有限公司,公司企业;公司;公司,500,22.674475,113.829825,白石厦文明路与福永大道交叉口东北40米
24,restaurant,3,深圳一颗心餐饮有限公司,公司企业;公司;公司,610,22.672688,113.837148,龙王庙路47号
